country,income,changed_behaviors,outside_space
us,First quintile ,No,1
us,Second quintile,Yes,1
us,First quintile ,Yes,1
us,Prefer not to answer,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,0
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,Third quintile,Yes,1
us,Prefer not to answer,No,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,No,0
us,Fifth quintile,Yes,1
us,First quintile ,No,0
us,Third quintile,Yes,0
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Prefer not to answer,No,1
us,Fourth quintile,No,1
us,Fifth quintile,Yes,1
us,Fifth quintile,No,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,No,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,No,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,First quintile ,Yes,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,0
us,Fifth quintile,Yes,1
us,First quintile ,Yes,1
us,First quintile ,Yes,0
us,Fifth quintile,Yes,1
us,Fifth quintile,No,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,First quintile ,Yes,1
us,First quintile ,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,No,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,No,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,First quintile ,No,0
us,First quintile ,Yes,1
us,First quintile ,Yes,0
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,First quintile ,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,No,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,No,1
us,Fourth quintile,Yes,1
us,First quintile ,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,No,1
us,Second quintile,No,1
us,Second quintile,Yes,0
us,First quintile ,No,1
us,Fourth quintile,Yes,1
us,Second quintile,No,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,0
us,Third quintile,Yes,1
us,First quintile ,Yes,1
us,Second quintile,Yes,0
us,Second quintile,No,1
us,First quintile ,Yes,1
us,First quintile ,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,No,0
us,Second quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,No,1
us,Third quintile,Yes,0
us,Second quintile,Yes,1
us,Third quintile,Yes,1
us,First quintile ,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,0
us,First quintile ,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,No,0
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,No,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,First quintile ,Yes,0
us,Fifth quintile,Yes,1
us,First quintile ,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,No,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,First quintile ,Yes,0
us,Second quintile,Yes,0
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,Yes,0
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,No,1
us,Second quintile,Yes,1
us,First quintile ,No,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,First quintile ,Yes,0
us,Second quintile,Yes,1
us,Fifth quintile,No,0
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,0
us,Third quintile,No,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,No,1
us,Fifth quintile,Yes,1
us,Third quintile,No,1
us,Second quintile,Yes,1
us,Prefer not to answer,Yes,1
us,First quintile ,Yes,0
us,Third quintile,No,1
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Third quintile,No,1
us,First quintile ,No,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,First quintile ,Yes,0
us,First quintile ,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,1
us,Second quintile,Yes,0
us,First quintile ,No,0
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,First quintile ,Yes,0
us,First quintile ,Yes,0
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,First quintile ,Yes,0
us,Third quintile,Yes,1
us,Fifth quintile,Yes,0
us,Fifth quintile,Yes,1
us,First quintile ,No,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,First quintile ,No,0
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,1
us,Third quintile,Yes,1
us,Prefer not to answer,Yes,1
us,Second quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,First quintile ,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,First quintile ,Yes,1
us,Prefer not to answer,Yes,1
us,Fourth quintile,Yes,1
us,Second quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,Second quintile,Yes,1
us,First quintile ,Yes,1
us,First quintile ,Yes,1
us,Third quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Third quintile,No,1
us,Fifth quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,No,1
us,Fourth quintile,Yes,1
us,Fourth quintile,Yes,1
us,Third quintile,No,1
us,Second quintile,Yes,1
us,First quintile ,Yes,1
us,Second quintile,Yes,1
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,Fourth quintile,No,0
us,First quintile ,Yes,1
us,Third quintile,No,0
us,Second quintile,No,0
us,Third quintile,No,1
us,Second quintile,Yes,1
us,First quintile ,Yes,1
us,Second quintile,Yes,1
us,Third quintile,Yes,1
us,First quintile ,No,0
us,Third quintile,Yes,1
us,First quintile ,Yes,0
us,First quintile ,Yes,0
us,Third quintile,Yes,1
us,Third quintile,Yes,1
us,Second quintile,Yes,1
us,Second quintile,Yes,1
us,First quintile ,Yes,1
us,Fourth quintile,Yes,0
us,Third quintile,Yes,0
us,Fourth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Fourth quintile,Yes,1
us,First quintile ,No,1
us,Fourth quintile,No,1
us,Third quintile,Yes,1
us,First quintile ,No,1
us,Fifth quintile,Yes,1
us,Fifth quintile,Yes,1
us,Second quintile,Yes,1
us,Fourth quintile,Yes,1
us,First quintile ,No,0
us,First quintile ,Yes,1
us,First quintile ,Yes,1
